_time,Pressure,Temperature
2020-01-01T14:42:31.758Z,104,184
2020-01-01T14:42:31.760Z,186,172
2020-01-01T14:42:31.762Z,72,195
2020-01-01T14:42:31.764Z,173,146
2020-01-01T14:42:31.766Z,8,95
2020-01-01T14:42:31.768Z,87,49
2020-01-01T14:42:31.770Z,13,70
2020-01-01T14:42:31.772Z,66,100
2020-01-01T14:42:31.774Z,77,151
2020-01-01T14:42:31.776Z,121,50
2020-01-01T14:42:31.778Z,115,84
2020-01-01T14:42:31.780Z,120,67
2020-01-01T14:42:31.782Z,150,155
2020-01-01T14:42:31.784Z,67,48
2020-01-01T14:42:31.786Z,178,89
2020-01-01T14:42:31.788Z,143,120
2020-01-01T14:42:31.790Z,33,161
2020-01-01T14:42:31.792Z,102,121
2020-01-01T14:42:31.794Z,140,114
2020-01-01T14:42:31.796Z,130,31
2020-01-01T14:42:31.798Z,46,41
2020-01-01T14:42:31.800Z,72,189
2020-01-01T14:42:31.802Z,64,132
2020-01-01T14:42:31.804Z,6,138
2020-01-01T14:42:31.806Z,158,120
2020-01-01T14:42:31.808Z,161,16
2020-01-01T14:42:31.810Z,6,3
2020-01-01T14:42:31.812Z,65,19
2020-01-01T14:42:31.814Z,197,156
2020-01-01T14:42:31.816Z,72,76
2020-01-01T14:42:31.818Z,165,93
2020-01-01T14:42:31.820Z,24,27
2020-01-01T14:42:31.822Z,80,184
2020-01-01T14:42:31.824Z,119,11
2020-01-01T14:42:31.826Z,86,30
2020-01-01T14:42:31.828Z,108,152
2020-01-01T14:42:31.830Z,26,29
2020-01-01T14:42:31.832Z,20,9
2020-01-01T14:42:31.834Z,22,121
2020-01-01T14:42:31.836Z,9,68
2020-01-01T14:42:31.838Z,108,1
2020-01-01T14:42:31.840Z,7,105
2020-01-01T14:42:31.842Z,164,143
2020-01-01T14:42:31.844Z,150,59
2020-01-01T14:42:31.846Z,98,157
2020-01-01T14:42:31.848Z,62,75
2020-01-01T14:42:31.850Z,199,93
2020-01-01T14:42:31.852Z,76,85
2020-01-01T14:42:31.854Z,132,11
2020-01-01T14:42:31.856Z,73,170
2020-01-01T14:42:31.858Z,86,92
2020-01-01T14:42:31.860Z,80,16
2020-01-01T14:42:31.862Z,48,112
2020-01-01T14:42:31.864Z,171,97
2020-01-01T14:42:31.866Z,185,28
2020-01-01T14:42:31.868Z,7,115
2020-01-01T14:42:31.870Z,175,60
2020-01-01T14:42:31.872Z,31,25
2020-01-01T14:42:31.874Z,63,193
2020-01-01T14:42:31.876Z,16,157
2020-01-01T14:42:31.878Z,116,198
2020-01-01T14:42:31.880Z,131,179
2020-01-01T14:42:31.882Z,199,61
2020-01-01T14:42:31.884Z,63,169
2020-01-01T14:42:31.886Z,178,23
2020-01-01T14:42:31.888Z,146,43
2020-01-01T14:42:31.890Z,31,68
2020-01-01T14:42:31.892Z,167,5
2020-01-01T14:42:31.894Z,52,194
2020-01-01T14:42:31.896Z,21,64
2020-01-01T14:42:31.898Z,102,30
2020-01-01T14:42:31.900Z,66,54
2020-01-01T14:42:31.902Z,17,152
2020-01-01T14:42:31.904Z,150,94
2020-01-01T14:42:31.906Z,99,45
2020-01-01T14:42:31.908Z,24,75
2020-01-01T14:42:31.910Z,72,53
2020-01-01T14:42:31.912Z,49,143
2020-01-01T14:42:31.914Z,147,167
2020-01-01T14:42:31.916Z,27,168
2020-01-01T14:42:31.918Z,189,46
2020-01-01T14:42:31.920Z,17,69
2020-01-01T14:42:31.922Z,24,40
2020-01-01T14:42:31.924Z,112,103
2020-01-01T14:42:31.926Z,164,9
2020-01-01T14:42:31.928Z,177,183
2020-01-01T14:42:31.930Z,143,24
2020-01-01T14:42:31.932Z,83,26
2020-01-01T14:42:31.934Z,154,21
2020-01-01T14:42:31.936Z,80,192
2020-01-01T14:42:31.938Z,184,71
2020-01-01T14:42:31.940Z,8,59
2020-01-01T14:42:31.942Z,25,134
2020-01-01T14:42:31.944Z,0,57
2020-01-01T14:42:31.946Z,97,196
2020-01-01T14:42:31.948Z,47,160
2020-01-01T14:42:31.950Z,186,67
2020-01-01T14:42:31.952Z,199,188
2020-01-01T14:42:31.954Z,42,31
2020-01-01T14:42:31.956Z,111,116
2020-01-01T14:42:31.958Z,170,176
2020-01-01T14:42:31.960Z,84,131
2020-01-01T14:42:31.962Z,13,150
2020-01-01T14:42:31.964Z,178,155
2020-01-01T14:42:31.966Z,180,42
2020-01-01T14:42:31.968Z,68,102
2020-01-01T14:42:31.970Z,45,105
2020-01-01T14:42:31.972Z,53,131
2020-01-01T14:42:31.974Z,48,124
2020-01-01T14:42:31.976Z,182,73
2020-01-01T14:42:31.978Z,60,73
2020-01-01T14:42:31.980Z,73,170
2020-01-01T14:42:31.982Z,158,64
2020-01-01T14:42:31.984Z,133,191
2020-01-01T14:42:31.986Z,67,74
2020-01-01T14:42:31.988Z,73,101
2020-01-01T14:42:31.990Z,115,15
2020-01-01T14:42:31.992Z,22,36
2020-01-01T14:42:31.994Z,136,36
2020-01-01T14:42:31.996Z,25,34
2020-01-01T14:42:31.998Z,21,75
2020-01-01T14:42:32Z,164,176
2020-01-01T14:42:32.002Z,95,145
2020-01-01T14:42:32.004Z,110,169
2020-01-01T14:42:32.006Z,156,188
2020-01-01T14:42:32.008Z,56,37
2020-01-01T14:42:32.010Z,89,100
2020-01-01T14:42:32.012Z,83,146
2020-01-01T14:42:32.014Z,17,112
2020-01-01T14:42:32.016Z,150,183
2020-01-01T14:42:32.018Z,151,178
2020-01-01T14:42:32.020Z,34,62
2020-01-01T14:42:32.022Z,132,79
2020-01-01T14:42:32.024Z,77,86
2020-01-01T14:42:32.026Z,45,12
2020-01-01T14:42:32.028Z,24,161
2020-01-01T14:42:32.030Z,144,7
2020-01-01T14:42:32.032Z,4,192
2020-01-01T14:42:32.034Z,67,142
2020-01-01T14:42:32.036Z,128,82
2020-01-01T14:42:32.038Z,55,87
2020-01-01T14:42:32.040Z,118,171
2020-01-01T14:42:32.042Z,124,78
2020-01-01T14:42:32.044Z,58,51
2020-01-01T14:42:32.046Z,180,40
2020-01-01T14:42:32.048Z,138,19
2020-01-01T14:42:32.050Z,147,114
2020-01-01T14:42:32.052Z,86,180
2020-01-01T14:42:32.054Z,1,132
2020-01-01T14:42:32.056Z,109,137
2020-01-01T14:42:32.058Z,69,81
2020-01-01T14:42:32.060Z,50,189
2020-01-01T14:42:32.062Z,186,50
2020-01-01T14:42:32.064Z,116,8
2020-01-01T14:42:32.066Z,149,13
2020-01-01T14:42:32.068Z,168,2
2020-01-01T14:42:32.070Z,141,42
2020-01-01T14:42:32.072Z,80,68
2020-01-01T14:42:32.074Z,49,70
2020-01-01T14:42:32.076Z,146,121
2020-01-01T14:42:32.078Z,102,178
2020-01-01T14:42:32.080Z,34,89
2020-01-01T14:42:32.082Z,67,147
2020-01-01T14:42:32.084Z,188,168
2020-01-01T14:42:32.086Z,161,23
2020-01-01T14:42:32.088Z,63,16
2020-01-01T14:42:32.090Z,30,98
2020-01-01T14:42:32.092Z,103,41
2020-01-01T14:42:32.094Z,79,65
2020-01-01T14:42:32.096Z,119,157
2020-01-01T14:42:32.098Z,13,177
2020-01-01T14:42:32.100Z,33,132
2020-01-01T14:42:32.102Z,180,21
2020-01-01T14:42:32.104Z,46,100
2020-01-01T14:42:32.106Z,130,149
2020-01-01T14:42:32.108Z,44,105
2020-01-01T14:42:32.110Z,140,65
2020-01-01T14:42:32.112Z,73,19
2020-01-01T14:42:32.114Z,39,150
2020-01-01T14:42:32.116Z,129,150
2020-01-01T14:42:32.118Z,17,32
2020-01-01T14:42:32.120Z,31,91
2020-01-01T14:42:32.122Z,98,148
2020-01-01T14:42:32.124Z,181,35
2020-01-01T14:42:32.126Z,19,50
2020-01-01T14:42:32.128Z,175,95
2020-01-01T14:42:32.130Z,84,94
2020-01-01T14:42:32.132Z,65,155
2020-01-01T14:42:32.134Z,36,82
2020-01-01T14:42:32.136Z,193,75
2020-01-01T14:42:32.138Z,161,95
2020-01-01T14:42:32.140Z,75,127
2020-01-01T14:42:32.142Z,21,172
2020-01-01T14:42:32.144Z,148,168
2020-01-01T14:42:32.146Z,41,147
2020-01-01T14:42:32.148Z,105,26
2020-01-01T14:42:32.150Z,118,31
2020-01-01T14:42:32.152Z,2,192
2020-01-01T14:42:32.154Z,69,39
2020-01-01T14:42:32.156Z,126,92
2020-01-01T14:42:32.158Z,198,71
2020-01-01T14:42:32.160Z,46,60
2020-01-01T14:42:32.162Z,105,73
2020-01-01T14:42:32.164Z,107,147
2020-01-01T14:42:32.166Z,138,54
2020-01-01T14:42:32.168Z,184,101
2020-01-01T14:42:32.170Z,13,41
2020-01-01T14:42:32.172Z,75,56
2020-01-01T14:42:32.174Z,139,37
2020-01-01T14:42:32.176Z,180,123
2020-01-01T14:42:32.178Z,192,82
2020-01-01T14:42:32.180Z,119,109
2020-01-01T14:42:32.182Z,174,158
2020-01-01T14:42:32.184Z,15,68
2020-01-01T14:42:32.186Z,189,22
2020-01-01T14:42:32.188Z,34,86
2020-01-01T14:42:32.190Z,165,190
2020-01-01T14:42:32.192Z,145,64
2020-01-01T14:42:32.194Z,151,154
2020-01-01T14:42:32.196Z,28,105
2020-01-01T14:42:32.198Z,92,114
2020-01-01T14:42:32.200Z,151,66
2020-01-01T14:42:32.202Z,127,99
2020-01-01T14:42:32.204Z,103,74
2020-01-01T14:42:32.206Z,0,64
2020-01-01T14:42:32.208Z,188,86
2020-01-01T14:42:32.210Z,152,80
2020-01-01T14:42:32.212Z,146,48
2020-01-01T14:42:32.214Z,107,56
2020-01-01T14:42:32.216Z,155,163
2020-01-01T14:42:32.218Z,173,135
2020-01-01T14:42:32.220Z,6,148
2020-01-01T14:42:32.222Z,57,81
2020-01-01T14:42:32.224Z,119,144
2020-01-01T14:42:32.226Z,63,62
2020-01-01T14:42:32.228Z,147,85
2020-01-01T14:42:32.230Z,144,89
2020-01-01T14:42:32.232Z,120,4
2020-01-01T14:42:32.234Z,176,58
2020-01-01T14:42:32.236Z,85,122
2020-01-01T14:42:32.238Z,101,184
2020-01-01T14:42:32.240Z,149,9
2020-01-01T14:42:32.242Z,12,70
2020-01-01T14:42:32.244Z,156,150
2020-01-01T14:42:32.246Z,72,71
2020-01-01T14:42:32.248Z,200,147
2020-01-01T14:42:32.250Z,2,158
2020-01-01T14:42:32.252Z,12,171
2020-01-01T14:42:32.254Z,54,108
2020-01-01T14:42:32.256Z,109,129
2020-01-01T14:42:32.258Z,164,68
2020-01-01T14:42:32.260Z,161,89
2020-01-01T14:42:32.262Z,134,18
2020-01-01T14:42:32.264Z,42,82
2020-01-01T14:42:32.266Z,193,147
2020-01-01T14:42:32.268Z,9,26
2020-01-01T14:42:32.270Z,16,107
2020-01-01T14:42:32.272Z,9,19
2020-01-01T14:42:32.274Z,177,66
2020-01-01T14:42:32.276Z,74,114
2020-01-01T14:42:32.278Z,197,18
2020-01-01T14:42:32.280Z,191,146
2020-01-01T14:42:32.282Z,93,61
2020-01-01T14:42:32.284Z,190,27
2020-01-01T14:42:32.286Z,151,12
2020-01-01T14:42:32.288Z,14,86
2020-01-01T14:42:32.290Z,75,62
2020-01-01T14:42:32.292Z,45,40
2020-01-01T14:42:32.294Z,28,191
2020-01-01T14:42:32.296Z,109,87
2020-01-01T14:42:32.298Z,54,192
2020-01-01T14:42:32.300Z,136,157
2020-01-01T14:42:32.302Z,179,39
2020-01-01T14:42:32.304Z,72,105
2020-01-01T14:42:32.306Z,118,116
2020-01-01T14:42:32.308Z,164,71
2020-01-01T14:42:32.310Z,120,10
2020-01-01T14:42:32.312Z,190,54
2020-01-01T14:42:32.314Z,130,16
2020-01-01T14:42:32.316Z,143,15
2020-01-01T14:42:32.318Z,146,42
2020-01-01T14:42:32.320Z,83,10
2020-01-01T14:42:32.322Z,94,83
2020-01-01T14:42:32.324Z,146,86
2020-01-01T14:42:32.326Z,127,135
2020-01-01T14:42:32.328Z,154,151
2020-01-01T14:42:32.330Z,41,159
2020-01-01T14:42:32.332Z,60,182
2020-01-01T14:42:32.334Z,38,198
2020-01-01T14:42:32.336Z,58,133
2020-01-01T14:42:32.338Z,166,49
2020-01-01T14:42:32.340Z,99,103
2020-01-01T14:42:32.342Z,113,188
2020-01-01T14:42:32.344Z,97,36
2020-01-01T14:42:32.346Z,28,46
2020-01-01T14:42:32.348Z,74,73
2020-01-01T14:42:32.350Z,88,163
2020-01-01T14:42:32.352Z,188,103
2020-01-01T14:42:32.354Z,156,198
2020-01-01T14:42:32.356Z,163,72
2020-01-01T14:42:32.358Z,125,86
2020-01-01T14:42:32.360Z,19,163
2020-01-01T14:42:32.362Z,110,27
2020-01-01T14:42:32.364Z,136,153
2020-01-01T14:42:32.366Z,22,129
2020-01-01T14:42:32.368Z,15,109
2020-01-01T14:42:32.370Z,15,144
2020-01-01T14:42:32.372Z,152,55
2020-01-01T14:42:32.374Z,44,123
2020-01-01T14:42:32.376Z,142,157
2020-01-01T14:42:32.378Z,30,4
2020-01-01T14:42:32.380Z,196,123
2020-01-01T14:42:32.382Z,63,108
2020-01-01T14:42:32.384Z,89,36
2020-01-01T14:42:32.386Z,105,172
2020-01-01T14:42:32.388Z,178,80
2020-01-01T14:42:32.390Z,90,185
2020-01-01T14:42:32.392Z,12,61
2020-01-01T14:42:32.394Z,20,63
2020-01-01T14:42:32.396Z,143,89
2020-01-01T14:42:32.398Z,161,34
2020-01-01T14:42:32.400Z,186,26
2020-01-01T14:42:32.402Z,115,51
2020-01-01T14:42:32.404Z,84,153
2020-01-01T14:42:32.406Z,71,129
2020-01-01T14:42:32.408Z,69,53
2020-01-01T14:42:32.410Z,172,2
2020-01-01T14:42:32.412Z,59,71
2020-01-01T14:42:32.414Z,144,109
2020-01-01T14:42:32.416Z,71,183
2020-01-01T14:42:32.418Z,97,122
2020-01-01T14:42:32.420Z,40,30
2020-01-01T14:42:32.422Z,43,59
2020-01-01T14:42:32.424Z,9,132
2020-01-01T14:42:32.426Z,144,101
2020-01-01T14:42:32.428Z,105,197
2020-01-01T14:42:32.430Z,118,14
2020-01-01T14:42:32.432Z,174,19
2020-01-01T14:42:32.434Z,66,34
2020-01-01T14:42:32.436Z,179,23
2020-01-01T14:42:32.438Z,17,179
2020-01-01T14:42:32.440Z,60,180
2020-01-01T14:42:32.442Z,28,7
2020-01-01T14:42:32.444Z,164,49
2020-01-01T14:42:32.446Z,28,15
2020-01-01T14:42:32.448Z,41,175
2020-01-01T14:42:32.450Z,53,188
2020-01-01T14:42:32.452Z,178,98
2020-01-01T14:42:32.454Z,25,115
2020-01-01T14:42:32.456Z,3,179
2020-01-01T14:42:32.458Z,172,32
2020-01-01T14:42:32.460Z,130,160
2020-01-01T14:42:32.462Z,189,65
2020-01-01T14:42:32.464Z,143,175
2020-01-01T14:42:32.466Z,164,34
2020-01-01T14:42:32.468Z,141,140
2020-01-01T14:42:32.470Z,48,104
2020-01-01T14:42:32.472Z,33,11
2020-01-01T14:42:32.474Z,57,120
2020-01-01T14:42:32.476Z,37,65
2020-01-01T14:42:32.478Z,22,146
2020-01-01T14:42:32.480Z,91,82
2020-01-01T14:42:32.482Z,190,47
2020-01-01T14:42:32.484Z,195,109
2020-01-01T14:42:32.486Z,30,72
2020-01-01T14:42:32.488Z,94,44
2020-01-01T14:42:32.490Z,21,126
2020-01-01T14:42:32.492Z,171,199
2020-01-01T14:42:32.494Z,192,44
2020-01-01T14:42:32.496Z,193,136
2020-01-01T14:42:32.498Z,174,138
2020-01-01T14:42:32.500Z,154,30
2020-01-01T14:42:32.502Z,62,169
2020-01-01T14:42:32.504Z,168,39
2020-01-01T14:42:32.506Z,75,167
2020-01-01T14:42:32.508Z,200,137
2020-01-01T14:42:32.510Z,35,162
2020-01-01T14:42:32.512Z,3,80
2020-01-01T14:42:32.514Z,139,95
2020-01-01T14:42:32.516Z,111,185
2020-01-01T14:42:32.518Z,200,40
2020-01-01T14:42:32.520Z,159,70
2020-01-01T14:42:32.522Z,3,18
2020-01-01T14:42:32.524Z,60,100
2020-01-01T14:42:32.526Z,89,80
2020-01-01T14:42:32.528Z,142,5
2020-01-01T14:42:32.530Z,57,34
2020-01-01T14:42:32.532Z,89,145
2020-01-01T14:42:32.534Z,154,45
2020-01-01T14:42:32.536Z,126,162
2020-01-01T14:42:32.538Z,151,3
2020-01-01T14:42:32.540Z,127,125
2020-01-01T14:42:32.542Z,135,13
2020-01-01T14:42:32.544Z,181,137
2020-01-01T14:42:32.546Z,191,66
2020-01-01T14:42:32.548Z,114,73
2020-01-01T14:42:32.550Z,144,48
2020-01-01T14:42:32.552Z,98,173
2020-01-01T14:42:32.554Z,11,168
2020-01-01T14:42:32.556Z,60,48
2020-01-01T14:42:32.558Z,118,177
2020-01-01T14:42:32.560Z,6,174
2020-01-01T14:42:32.562Z,151,167
2020-01-01T14:42:32.564Z,32,19
2020-01-01T14:42:32.566Z,62,146
2020-01-01T14:42:32.568Z,154,4
2020-01-01T14:42:32.570Z,122,79
2020-01-01T14:42:32.572Z,16,140
2020-01-01T14:42:32.574Z,11,133
2020-01-01T14:42:32.576Z,15,171
2020-01-01T14:42:32.578Z,178,95
2020-01-01T14:42:32.580Z,185,102
2020-01-01T14:42:32.582Z,61,81
2020-01-01T14:42:32.584Z,187,94
2020-01-01T14:42:32.586Z,4,30
2020-01-01T14:42:32.588Z,20,74
2020-01-01T14:42:32.590Z,199,81
2020-01-01T14:42:32.592Z,157,33
2020-01-01T14:42:32.594Z,29,200
2020-01-01T14:42:32.596Z,161,129
2020-01-01T14:42:32.598Z,180,58
2020-01-01T14:42:32.600Z,23,42
2020-01-01T14:42:32.602Z,18,82
2020-01-01T14:42:32.604Z,29,195
2020-01-01T14:42:32.606Z,54,34
2020-01-01T14:42:32.608Z,145,68
2020-01-01T14:42:32.610Z,86,155
2020-01-01T14:42:32.612Z,162,151
2020-01-01T14:42:32.614Z,182,20
2020-01-01T14:42:32.616Z,128,75
2020-01-01T14:42:32.618Z,55,53
2020-01-01T14:42:32.620Z,70,129
2020-01-01T14:42:32.622Z,51,106
2020-01-01T14:42:32.624Z,162,177
2020-01-01T14:42:32.626Z,160,6
2020-01-01T14:42:32.628Z,164,51
2020-01-01T14:42:32.630Z,198,32
2020-01-01T14:42:32.632Z,100,7
2020-01-01T14:42:32.634Z,11,49
2020-01-01T14:42:32.636Z,118,177
2020-01-01T14:42:32.638Z,76,178
2020-01-01T14:42:32.640Z,140,11
2020-01-01T14:42:32.642Z,103,189
2020-01-01T14:42:32.644Z,13,51
2020-01-01T14:42:32.646Z,105,85
2020-01-01T14:42:32.648Z,118,24
2020-01-01T14:42:32.650Z,34,195
2020-01-01T14:42:32.652Z,44,115
2020-01-01T14:42:32.654Z,76,166
2020-01-01T14:42:32.656Z,120,4
2020-01-01T14:42:32.658Z,74,84
2020-01-01T14:42:32.660Z,145,62
2020-01-01T14:42:32.662Z,172,124
2020-01-01T14:42:32.664Z,180,61
2020-01-01T14:42:32.666Z,19,152
2020-01-01T14:42:32.668Z,57,118
2020-01-01T14:42:32.670Z,70,58
2020-01-01T14:42:32.672Z,56,191
2020-01-01T14:42:32.674Z,151,172
2020-01-01T14:42:32.676Z,129,34
2020-01-01T14:42:32.678Z,139,109
2020-01-01T14:42:32.680Z,151,85
2020-01-01T14:42:32.682Z,163,119
2020-01-01T14:42:32.684Z,183,113
2020-01-01T14:42:32.686Z,72,14
2020-01-01T14:42:32.688Z,92,174
2020-01-01T14:42:32.690Z,11,68
2020-01-01T14:42:32.692Z,104,77
2020-01-01T14:42:32.694Z,128,102
2020-01-01T14:42:32.696Z,127,127
2020-01-01T14:42:32.698Z,43,38
2020-01-01T14:42:32.700Z,5,195
2020-01-01T14:42:32.702Z,123,62
2020-01-01T14:42:32.704Z,180,2
2020-01-01T14:42:32.706Z,186,118
2020-01-01T14:42:32.708Z,74,24
2020-01-01T14:42:32.710Z,160,36
2020-01-01T14:42:32.712Z,179,87
2020-01-01T14:42:32.714Z,96,156
2020-01-01T14:42:32.716Z,183,12
2020-01-01T14:42:32.718Z,77,105
2020-01-01T14:42:32.720Z,102,146
2020-01-01T14:42:32.722Z,83,164
2020-01-01T14:42:32.724Z,148,31
2020-01-01T14:42:32.726Z,172,89
2020-01-01T14:42:32.728Z,63,81
2020-01-01T14:42:32.730Z,183,147
2020-01-01T14:42:32.732Z,61,91
2020-01-01T14:42:32.734Z,70,95
2020-01-01T14:42:32.736Z,121,85
2020-01-01T14:42:32.738Z,73,85
2020-01-01T14:42:32.740Z,7,195
2020-01-01T14:42:32.742Z,92,135
2020-01-01T14:42:32.744Z,125,191
2020-01-01T14:42:32.746Z,9,8
2020-01-01T14:42:32.748Z,25,32
2020-01-01T14:42:32.750Z,141,35
2020-01-01T14:42:32.752Z,44,71
2020-01-01T14:42:32.754Z,87,116
2020-01-01T14:42:32.756Z,24,163
2020-01-01T14:42:32.758Z,60,46
2020-01-01T14:42:32.760Z,16,8
2020-01-01T14:42:32.762Z,124,34
2020-01-01T14:42:32.764Z,27,124
2020-01-01T14:42:32.766Z,52,44
2020-01-01T14:42:32.768Z,48,165
2020-01-01T14:42:32.770Z,199,73
2020-01-01T14:42:32.772Z,3,9
2020-01-01T14:42:32.774Z,63,89
2020-01-01T14:42:32.776Z,124,135
2020-01-01T14:42:32.778Z,173,151
2020-01-01T14:42:32.780Z,140,62
2020-01-01T14:42:32.782Z,37,22
2020-01-01T14:42:32.784Z,34,164
2020-01-01T14:42:32.786Z,152,120
2020-01-01T14:42:32.788Z,135,130
2020-01-01T14:42:32.790Z,123,154
2020-01-01T14:42:32.792Z,69,181
2020-01-01T14:42:32.794Z,24,66
2020-01-01T14:42:32.796Z,14,104
2020-01-01T14:42:32.798Z,4,128
2020-01-01T14:42:32.800Z,64,31
2020-01-01T14:42:32.802Z,97,149
2020-01-01T14:42:32.804Z,80,72
2020-01-01T14:42:32.806Z,30,189
2020-01-01T14:42:32.808Z,153,100
2020-01-01T14:42:32.810Z,77,148
2020-01-01T14:42:32.812Z,184,25
2020-01-01T14:42:32.814Z,55,53
2020-01-01T14:42:32.816Z,16,138
2020-01-01T14:42:32.818Z,77,4
2020-01-01T14:42:32.820Z,65,75
2020-01-01T14:42:32.822Z,166,57
2020-01-01T14:42:32.824Z,44,121
2020-01-01T14:42:32.826Z,106,26
2020-01-01T14:42:32.828Z,62,121
2020-01-01T14:42:32.830Z,26,122
2020-01-01T14:42:32.832Z,173,17
2020-01-01T14:42:32.834Z,195,113
2020-01-01T14:42:32.836Z,77,84
2020-01-01T14:42:32.838Z,191,152
2020-01-01T14:42:32.840Z,97,170
2020-01-01T14:42:32.842Z,28,154
2020-01-01T14:42:32.844Z,88,157
2020-01-01T14:42:32.846Z,126,3
2020-01-01T14:42:32.848Z,24,6
2020-01-01T14:42:32.850Z,90,64
2020-01-01T14:42:32.852Z,73,163
2020-01-01T14:42:32.854Z,157,111
2020-01-01T14:42:32.856Z,61,74
2020-01-01T14:42:32.858Z,142,135
2020-01-01T14:42:32.860Z,171,103
2020-01-01T14:42:32.862Z,1,149
2020-01-01T14:42:32.864Z,85,58
2020-01-01T14:42:32.866Z,46,103
2020-01-01T14:42:32.868Z,135,21
2020-01-01T14:42:32.870Z,34,172
2020-01-01T14:42:32.872Z,157,99
2020-01-01T14:42:32.874Z,70,22
2020-01-01T14:42:32.876Z,69,179
2020-01-01T14:42:32.878Z,71,136
2020-01-01T14:42:32.880Z,97,108
2020-01-01T14:42:32.882Z,132,122
2020-01-01T14:42:32.884Z,178,2
2020-01-01T14:42:32.886Z,179,195
2020-01-01T14:42:32.888Z,49,31
2020-01-01T14:42:32.890Z,8,130
2020-01-01T14:42:32.892Z,182,61
2020-01-01T14:42:32.894Z,178,127
2020-01-01T14:42:32.896Z,190,189
2020-01-01T14:42:32.898Z,127,45
2020-01-01T14:42:32.900Z,56,182
2020-01-01T14:42:32.902Z,12,78
2020-01-01T14:42:32.904Z,60,135
2020-01-01T14:42:32.906Z,167,107
2020-01-01T14:42:32.908Z,57,67
2020-01-01T14:42:32.910Z,69,100
2020-01-01T14:42:32.912Z,113,50
2020-01-01T14:42:32.914Z,29,192
2020-01-01T14:42:32.916Z,153,153
2020-01-01T14:42:32.918Z,152,86
2020-01-01T14:42:32.920Z,0,34
2020-01-01T14:42:32.922Z,111,54
2020-01-01T14:42:32.924Z,108,15
2020-01-01T14:42:32.926Z,126,94
2020-01-01T14:42:32.928Z,193,169
2020-01-01T14:42:32.930Z,188,46
2020-01-01T14:42:32.932Z,42,106
2020-01-01T14:42:32.934Z,61,110
2020-01-01T14:42:32.936Z,26,122
2020-01-01T14:42:32.938Z,109,95
2020-01-01T14:42:32.940Z,190,13
2020-01-01T14:42:32.942Z,125,76
2020-01-01T14:42:32.944Z,95,124
2020-01-01T14:42:32.946Z,27,131
2020-01-01T14:42:32.948Z,161,190
2020-01-01T14:42:32.950Z,81,94
2020-01-01T14:42:32.952Z,75,55
2020-01-01T14:42:32.954Z,70,27
2020-01-01T14:42:32.956Z,124,23
2020-01-01T14:42:32.958Z,187,153
2020-01-01T14:42:32.960Z,41,94
2020-01-01T14:42:32.962Z,22,24
2020-01-01T14:42:32.964Z,36,184
2020-01-01T14:42:32.966Z,164,79
2020-01-01T14:42:32.968Z,113,48
2020-01-01T14:42:32.970Z,149,154
2020-01-01T14:42:32.972Z,4,47
2020-01-01T14:42:32.974Z,113,135
2020-01-01T14:42:32.976Z,77,24
2020-01-01T14:42:32.978Z,31,45
2020-01-01T14:42:32.980Z,0,193
2020-01-01T14:42:32.982Z,177,144
2020-01-01T14:42:32.984Z,49,38
2020-01-01T14:42:32.986Z,46,23
2020-01-01T14:42:32.988Z,98,183
2020-01-01T14:42:32.990Z,46,26
2020-01-01T14:42:32.992Z,85,83
2020-01-01T14:42:32.994Z,110,160
2020-01-01T14:42:32.996Z,9,81
2020-01-01T14:42:32.998Z,191,71
2020-01-01T14:42:33Z,143,51
2020-01-01T14:42:33.002Z,176,98
2020-01-01T14:42:33.004Z,170,183
2020-01-01T14:42:33.006Z,102,157
2020-01-01T14:42:33.008Z,193,15
2020-01-01T14:42:33.010Z,40,27
2020-01-01T14:42:33.012Z,109,184
2020-01-01T14:42:33.014Z,32,198
2020-01-01T14:42:33.016Z,195,61
2020-01-01T14:42:33.018Z,139,1
2020-01-01T14:42:33.020Z,12,9
2020-01-01T14:42:33.022Z,130,182
2020-01-01T14:42:33.024Z,8,33
2020-01-01T14:42:33.026Z,184,190
2020-01-01T14:42:33.028Z,127,60
2020-01-01T14:42:33.030Z,126,118
2020-01-01T14:42:33.032Z,60,114
2020-01-01T14:42:33.034Z,1,81
2020-01-01T14:42:33.036Z,93,153
2020-01-01T14:42:33.038Z,121,110
2020-01-01T14:42:33.040Z,138,91
2020-01-01T14:42:33.042Z,160,183
2020-01-01T14:42:33.044Z,123,60
2020-01-01T14:42:33.046Z,25,179
2020-01-01T14:42:33.048Z,41,58
2020-01-01T14:42:33.050Z,51,43
2020-01-01T14:42:33.052Z,189,73
2020-01-01T14:42:33.054Z,155,147
2020-01-01T14:42:33.056Z,165,5
2020-01-01T14:42:33.058Z,136,1
2020-01-01T14:42:33.060Z,193,135
2020-01-01T14:42:33.062Z,141,81
2020-01-01T14:42:33.064Z,162,116
2020-01-01T14:42:33.066Z,196,103
2020-01-01T14:42:33.068Z,40,83
2020-01-01T14:42:33.070Z,43,34
2020-01-01T14:42:33.072Z,35,161
2020-01-01T14:42:33.074Z,21,15
2020-01-01T14:42:33.076Z,14,30
2020-01-01T14:42:33.078Z,187,42
2020-01-01T14:42:33.080Z,45,69
2020-01-01T14:42:33.082Z,100,103
2020-01-01T14:42:33.084Z,182,174
2020-01-01T14:42:33.086Z,165,135
2020-01-01T14:42:33.088Z,69,73
